"","society_id","society_name","society_xd_id","language_glottocode","language_name","language_family","variable_id","code","code_label","focal_year","sub_case","comment"
"910","Ii4","Ellice","xd883","tuva1244","Tuvalu","Austronesian","EA082",8,"Two slopes",1890,"with special reference to the inhabitants of Vaitupu",""
"911","Ii5","Ontong Java","xd884","onto1237","Luangiua","Austronesian","EA082",8,"Two slopes",1920,"Leuenuwa, Lord Howe's Islanders",""
"912","Ii6","Tokelau","xd885","toke1240","Tokelau","Austronesian","EA082",8,"Two slopes",1900,"with special reference to Atafu",""
"913","Ii7","Kapingamarangi","xd886","kapi1249","Kapingamarangi","Austronesian","EA082",8,"Two slopes",1910,"",""
"914","Ii8","Futunans","xd887","east2447","East Futuna","Austronesian","EA082",8,"Two slopes",1840,"",""
"915","Ii9","Niueans","xd888","niue1239","Niuean","Austronesian","EA082",8,"Two slopes",1840,"",""
"916","Ij1","Mangaians","xd889","raro1241","Southern Cook Island Maori","Austronesian","EA082",8,"Two slopes",1820,"",""
"917","Ij3","Marquesans","xd892","nort2845","North Marquesan","Austronesian","EA082",8,"Two slopes",1900,"",""
"918","Ij4","Manihikians","xd893","raka1237","Rakahanga-Manihiki","Austronesian","EA082",8,"Two slopes",1850,"",""
"919","Ij5","Raroians","xd894","tuam1242","Tuamotuan","Austronesian","EA082",8,"Two slopes",1900,"",""
"920","Ij6","Hawaiians","xd895","hawa1245","Hawaiian","Austronesian","EA082",8,"Two slopes",1800,"",""
"921","Ij7","Mangarevans","xd896","mang1401","Mangareva","Austronesian","EA082",8,"Two slopes",1900,"",""
"922","Ij8","Tahitians","xd897","tahi1242","Tahitian","Austronesian","EA082",8,"Two slopes",1900,"",""
"923","Ij9","Easter Islanders","xd898","rapa1244","Rapanui","Austronesian","EA082",8,"Two slopes",1860,"",""
"924","Na19","Dakelh","xd1035","carr1249","Carrier","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1880,"with special reference to the Hwitsowitenne",""
"925","Na24","Tasiilaq","xd1040","tunu1234","Tunumiisiut","Eskimo-Aleut","EA082",8,"Two slopes",1880,"",""
"926","Na25","Kalaallit (West Greenland)","xd1041","kala1399","Kalaallisut","Eskimo-Aleut","EA082",8,"Two slopes",1910,"with special reference to the inhabitants of the Egesminde District",""
"927","Na26","Dena'ina","xd1042","tana1289","Tanaina","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1870,"with special reference to the Iliamna",""
"928","Na27","Tahltan","xd1043","tahl1239","Tahltan","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1870,"",""
"929","Na34","Pekangekum","xd1050","lacs1238","Lac Seul Ojibwa","Algic","EA082",8,"Two slopes",1940,"a band of Northern Saulteaux very closely akin to Na33 (Berens River band) but described as of a much more recent date",""
"930","Na39","Eastern Ojibwa","xd1055","east2542","Eastern Ojibwa","Algic","EA082",8,"Two slopes",1870,"with special reference to the Kitchibuan of Parry Island",""
"931","Nb1","Haida","xd1068","nort2938","Northern Haida","Haida","EA082",8,"Two slopes",1890,"Masset Town",""
"932","Nb11","Nuu chah nulth","xd1070","nuuc1236","Nuu-chah-nulth","Wakashan","EA082",8,"Two slopes",1880,"with special reference to the Central Nootka",""
"933","Nb14","Comox","xd1073","isla1276","Island Comox","Salishan","EA082",8,"Two slopes",1880,"",""
"934","Nb15","Lummi","xd1074","lumm1243","Lummi","Salishan","EA082",8,"Two slopes",1880,"",""
"935","Nb16","Klallam","xd1075","clal1241","Clallam","Salishan","EA082",8,"Two slopes",1860,"",""
"936","Nb17","Puyallup","xd1076","sout2965","Southern Puget Sound Salish","Salishan","EA082",8,"Two slopes",1870,"",""
"937","Nb18","Quileute","xd1077","quil1240","Quileute","Chimakuan","EA082",8,"Two slopes",1880,"",""
"938","Nb19","Lower Chinook","xd1078","chin1286","Chinook","Chinookan","EA082",8,"Two slopes",1850,"",""
"939","Nb2","Twana","xd1079","twan1247","Twana","Salishan","EA082",8,"Two slopes",1850,"Twana Tribe",""
"940","Nb20","Tillamook","xd1080","till1254","Tillamook","Salishan","EA082",8,"Two slopes",1870,"",""
"941","Nb21","Coos","xd1081","coos1249","Hanis","Coosan","EA082",8,"Two slopes",1860,"",""
"942","Nb22","Tlingit","xd1082","tlin1245","Tlingit","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1880,"with special reference to the Chilkat",""
"943","Nb23","Heiltsuk","xd1083","bell1263","Bella Bella","Wakashan","EA082",8,"Two slopes",1880,"",""
"944","Nb25","Quinault","xd1085","quin1251","Quinault","Salishan","EA082",8,"Two slopes",1860,"",""
"947","Nb3","Kwakwaka'wakw","xd1090","kwak1269","Kwak'wala","Wakashan","EA082",8,"Two slopes",1890,"",""
"949","Nb31","Tututni","xd1092","tutu1242","Tututni","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1870,"",""
"950","Nb32","Shasta","xd1093","shas1239","Shasta","Shastan","EA082",8,"Two slopes",1860,"with special reference to the Shastika or eastern Shasta",""
"953","Nb35","Hupa","xd1096","hupa1239","Hupa","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1860,"",""
"954","Nb36","Wiyot","xd1097","wiyo1248","Wiyot","Algic","EA082",8,"Two slopes",1860,"",""
"955","Nb38","Mattole-Bear River","xd1099","matt1238","Mattole","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1860,"with special reference to the inhabitants of the Bear River",""
"956","Nb4","Yurok","xd1101","yuro1248","Yurok","Algic","EA082",8,"Two slopes",1850,"",""
"957","Nb5","Eyak","xd1102","eyak1241","Eyak","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1890,"Eyak Tribe",""
"958","Nb6","Tolowa","xd1103","tolo1259","Tolowa-Chetco","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1870,"",""
"959","Nb7","Tsimshian","xd1104","nucl1649","Southern-Coastal Tsimshian","Tsimshian","EA082",8,"Two slopes",1880,"",""
"960","Nb8","Haisla","xd1105","hais1244","Haisla","Wakashan","EA082",8,"Two slopes",1880,"",""
"961","Nb9","Nuxalk","xd1106","bell1243","Bella Coola","Salishan","EA082",8,"Two slopes",1880,"Central group, lower B.C. River",""
"962","Nc31","Cahuilla (Desert)","xd1131","cahu1264","Cahuilla","Uto-Aztecan","EA082",8,"Two slopes",1870,"with special reference to the Desert Cahuilla",""
"963","Nc34","Kiliwa","xd1134","kili1268","Kiliwa","Cochimi-Yuman","EA082",8,"Two slopes",1880,"",""
"964","Nd12","Bitterroot Salish","xd1144","kali1309","Kalispel","Salishan","EA082",8,"Two slopes",1860,"",""
"965","Nd13","Kalispel","xd1145","kali1309","Kalispel","Salishan","EA082",8,"Two slopes",1860,"",""
"966","Nd19","Umatilla","xd1151","umat1237","Umatilla","Sahaptian","EA082",8,"Two slopes",1860,"",""
"967","Nd20","Nez Perce","xd1153","nezp1238","Nez Perce","Sahaptian","EA082",8,"Two slopes",1850,"",""
"968","Nd30","Eastern Mono","xd1164","mono1275","Mono (USA)","Uto-Aztecan","EA082",8,"Two slopes",1870,"",""
"969","Nd4","Sanpoil","xd1174","sanp1257","Sanpoil","Salishan","EA082",8,"Two slopes",1870,"",""
"970","Nd47","Tukudika","xd1181","nort2955","Northern Shoshoni","Uto-Aztecan","EA082",8,"Two slopes",1850,"",""
"971","Nd49","Antarianunts","xd1184","utee1244","Ute","Uto-Aztecan","EA082",8,"Two slopes",1860,"including the Kaiparowits band",""
"972","Nd56","San Juan","xd1192","sout2969","Southern Paiute","Uto-Aztecan","EA082",8,"Two slopes",1860,"",""
"974","Nd8","Chilcotin","xd1206","chil1280","Chilcotin","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1880,"with special reference to the Alexis Creek and Redstone bands",""
"975","Nf2","Ho Chunk","xd1236","hoch1243","Ho-Chunk","Siouan","EA082",8,"Two slopes",1850,"",""
"977","Ng2","Seminole","xd1251","mika1239","Mikasuki","Muskogean","EA082",8,"Two slopes",1940,"with special reference to the Cow Creek band",""
"978","Ng3","Muscogee","xd1252","cree1270","Creek","Muskogean","EA082",8,"Two slopes",1750,"Upper division in Alabama",""
"979","Ng5","Cherokee","xd1254","cher1273","Cherokee","Iroquoian","EA082",8,"Two slopes",1750,"",""
"980","Nh17","Western Apache","xd1267","west2615","Western Apache","Athabaskan-Eyak-Tlingit","EA082",8,"Two slopes",1870,"",""
"981","Ni5","Chichimeca","xd1290","chic1272","Chichimeca-Jonaz","Otomanguean","EA082",8,"Two slopes",1570,"","Not specifically attested for the 16th century but inferred as probable from subsequent ethnographic reports"
"982","Ni7","Yaqui","xd1292","yaqu1251","Yaqui","Uto-Aztecan","EA082",8,"Two slopes",1870,"",""
"983","Nj1","Chinantec","xd1295","ojit1237","Ojitlán Chinantec","Otomanguean","EA082",8,"Two slopes",1940,"Ojitlan",""
"984","Nj10","Zapotec","xd1296","yala1267","Yalálag Zapotec","Otomanguean","EA082",8,"Two slopes",1940,"mountain village of Yalagag",""
"985","Nj6","Huave","xd1305","sanm1287","San Mateo del Mar Huave","Huavean","EA082",8,"Two slopes",1950,"with special reference to San Mateo",""
"986","Nj9","Tlaxcalans","xd1308","cent2132","Tlaxcala-Puebla-Central Nahuatl","Uto-Aztecan","EA082",8,"Two slopes",1960,"",""
"987","Sa1","Guna","xd1309","bord1248","Border Kuna","Chibchan","EA082",8,"Two slopes",1940,"San Blas Archipelago",""
"988","Sa10","Lacandon","xd1310","laca1243","Lacandon","Mayan","EA082",8,"Two slopes",1900,"",""
"989","Sa13","K'iche'","xd1313","kich1262","K'iche'","Mayan","EA082",8,"Two slopes",1930,"Town of Chichicastenango",""
"990","Sa3","Ch'orti'","xd1319","chor1273","Chortí","Mayan","EA082",8,"Two slopes",1930,"",""
"991","Sa6","Yucatec Maya","xd1322","yuca1254","Yucatec Maya","Mayan","EA082",8,"Two slopes",1520,"",""
"992","Sa7","Garifuna","xd1323","gari1256","Garifuna","Arawakan","EA082",8,"Two slopes",1940,"",""
"993","Sa8","Mam","xd1324","mamm1241","Mam","Mayan","EA082",8,"Two slopes",1930,"with special reference to the village of Santiago Chimaltenango",""
"994","Sa9","Miskito","xd1325","misk1235","Mískito","Misumalpan","EA082",8,"Two slopes",1920,"Vicinity: Cape Gracias a Dios",""
"995","Sb1","Callinago","xd1326","isla1278","Island Carib","Arawakan","EA082",8,"Two slopes",1650,"Dominica Island",""
"996","Sb4","Cariña","xd1329","taba1267","Tabajari","Cariban","EA082",8,"Two slopes",1950,"with special reference to the Cachama group",""
"997","Sb5","Paraujano","xd1330","para1316","Paraujano","Arawakan","EA082",8,"Two slopes",1950,"",""
"998","Sb6","Wayuu","xd1331","wayu1243","Wayuu","Arawakan","EA082",8,"Two slopes",1940,"Goajiro Tribe",""
"999","Sb9","Haitians","xd1334","hait1244","Haitian","Indo-European","EA082",8,"Two slopes",1930,"",""
"1001","Sc18","Ndyuka","xd1344","ndyu1242","Aukan","Indo-European","EA082",8,"Two slopes",1960,"",""
"1002","Sc3","Barama River Carib","xd1346","mura1272","Murato","Cariban","EA082",8,"Two slopes",1930,"Barama River",""
"1003","Sc4","Guahibo","xd1347","guah1255","Guahibo","Guahiboan","EA082",8,"Two slopes",1950,"with special reference to the non-agricultural groups",""
"1004","Sc6","Saramaccan ","xd1349","sara1340","Saramaccan","Indo-European","EA082",8,"Two slopes",1920,"Upper Suriname River; Akwa on Morini River",""
"1005","Sc7","Yabarana","xd1350","yaba1248","Yabarana","Cariban","EA082",8,"Two slopes",1950,"",""
"1006","Sd1","Munduruku","xd1353","mund1330","Mundurukú","Tupian","EA082",8,"Two slopes",1950,"Cabrura village",""
"1007","Sd5","Sateré Mawé","xd1357","sate1243","Sateré-Mawé","Tupian","EA082",8,"Two slopes",1950,"",""
"1008","Se10","Cocama","xd1363","coca1259","Cocama-Cocamilla","Tupian","EA082",8,"Two slopes",1670,"",""
"1009","Se11","Chácobo","xd1364","chac1251","Chácobo","Pano-Tacanan","EA082",8,"Two slopes",1960,"",""
"1010","Se5","Cubeo","xd1369","cube1242","Cubeo","Tucanoan","EA082",8,"Two slopes",1940,"Village on Caduiari River",""
"1011","Se6","Witoto","xd1370","muru1274","Murui Huitoto","Huitotoan","EA082",8,"Two slopes",1910,"",""
"1013","Se8","Amahuaca","xd1372","amah1246","Amahuaca","Pano-Tacanan","EA082",8,"Two slopes",1950,"Upper Inuya River",""
"1014","Sf1","Inca","xd1374","cusc1236","Cusco Quechua","Quechuan","EA082",8,"Two slopes",1530,"City and environs of Cuzco",""
"1015","Sf2","Aymara","xd1375","cent2142","Central Aymara","Aymaran","EA082",8,"Two slopes",1940,"Chucuito Clan community in Peru",""
"1016","Sf6","Muisca","xd1379","chib1270","Chibcha","Chibchan","EA082",8,"Two slopes",1540,"",""
"1017","Sh4","Kadiwéu","xd1391","kadi1248","Kadiwéu","Guaicuruan","EA082",8,"Two slopes",1940,"",""
"1018","Sh7","Guaraní","xd1394","east2555","Eastern Bolivian Guaraní","Tupian","EA082",8,"Two slopes",1900,"",""
"1019","Sh8","Toba","xd1395","toba1269","Toba","Guaicuruan","EA082",8,"Two slopes",1964,"with special reference to those of the Argentine Chaco",""
"1020","Si1","Bororo","xd1397","boro1282","Bororo","Bororoan","EA082",8,"Two slopes",1920,"Kejara",""
"1023","Si8","Umotina","xd1405","umot1240","Umotína","Bororoan","EA082",8,"Two slopes",1940,"",""
"1024","Sj10","Cayua","xd1408","mbya1239","Mbyá Guaraní","Tupian","EA082",8,"Two slopes",1950,"Taquapiri",""
"1025","Sj2","Sherente","xd1410","xere1240","Xerénte","Nuclear-Macro-Je","EA082",8,"Two slopes",1850,"",""
"1026","Sj7","Apinaye","xd1415","apin1244","Apinayé","Nuclear-Macro-Je","EA082",8,"Two slopes",1920,"",""
"1027","ch12","Bashkir","xd549","bash1264","Bashkir","Turkic","EA082",8,"Two slopes",1899,"with special reference to the Birskij Uezd Bashkir",""
"1028","ch13","Besermyan","xd550","nort2676","North Udmurt","Uralic","EA082",8,"Two slopes",1894,"with special reference to the Glazovskij Uezd Besermyan",""
"1029","ch14","Chuvash","xd551","chuv1255","Chuvash","Turkic","EA082",8,"Two slopes",1908,"with special reference to the Virjal group",""
"1030","ch15","Erzya Mordvins","xd552","erzy1239","Erzya","Uralic","EA082",8,"Two slopes",1895,"with special reference to those of the Boklinskij Uezd",""
"1031","ch18","Ingrians","xd555","ingr1248","Ingrian","Uralic","EA082",8,"Two slopes",1927,"with special reference to those of the Kingisepp Rajon, the Leningrad Region",""
"1032","ch19","Karelians","xd556","livv1243","Livvi","Uralic","EA082",8,"Two slopes",1874,"with special reference to the Livvikjoj group of the Olonetskij Uezd",""
"1033","ch20","Kazan tatar","xd558","midd1325","Middle Tatar","Turkic","EA082",8,"Two slopes",1910,"with special reference to those of the Altayrskij Uezd",""
"1034","ch21","Latvians","xd559","latv1249","Latvian","Indo-European","EA082",8,"Two slopes",1881,"with special reference to the Vidzeme group",""
"1035","ch22","Lithuanian Karaim","xd560","kara1464","Karaim","Turkic","EA082",8,"Two slopes",1895,"with special reference to those of the Trakaj area",""
"1036","ch23","Lithuanian Tatar","xd561","west2405","Western Tatar","Turkic","EA082",8,"Two slopes",1905,"with special reference to those of the Vilenskaja Gubernija",""
"1037","ch24","Livs","xd562","livv1244","Liv","Uralic","EA082",8,"Two slopes",1847,"with special reference to the Northwest Courland",""
"1038","ch26","Udmurt","xd564","sout2681","South Udmurt","Uralic","EA082",8,"Two slopes",1890,"with special reference to those of the Sarapul'skij Uezd",""
"1039","ch27","Veps","xd565","veps1250","Veps","Uralic","EA082",8,"Two slopes",1900,"with special reference to the Petrozavodskij Uezd Veps",""
"1040","ch28","Votes","xd566","voti1245","Votic","Uralic","EA082",8,"Two slopes",1900,"with special reference to those of the Yamburg Uezd",""
"1041","ec13","Itelmen","xd621","itel1242","Itelmen","Chukotko-Kamchatkan","EA082",8,"Two slopes",1710,"those of Eastern Kamchatka",""
"1042","ec15","Mansi","xd623","mans1258","Northern Mansi","Uralic","EA082",8,"Two slopes",1880,"Middle Northern Sos'va group",""
"1043","ec17","Negidal","xd625","negi1245","Negidal","Tungusic","EA082",8,"Two slopes",1890,"Upper Amgun' River group",""
"1044","ec18","Ulch","xd626","ulch1241","Ulch","Tungusic","EA082",8,"Two slopes",1890,"Ulch people as a whole",""
"1045","ec20","Oroch","xd629","oroc1248","Oroch","Tungusic","EA082",8,"Two slopes",1890,"Oroch people as a whole",""
"1046","ec21","Udihe","xd630","udih1248","Udihe","Tungusic","EA082",8,"Two slopes",1890,"Hor River group",""
"1047","Ac2","Pende","xd44","phen1239","Phende","Atlantic-Congo","EA082",9,"Four slopes",1920,"",""
"1048","Ac21","Bunda","xd46","mpuo1241","Mbuun","Atlantic-Congo","EA082",9,"Four slopes",1910,"",""
"1049","Ac25","Songo","xd50","song1299","Nsong","Atlantic-Congo","EA082",9,"Four slopes",1930,"with reference to the tribe of this name on the Luniunga and Gobari rivers",""
"1050","Ac28","Luimbe","xd53","luim1238","Luimbi","Atlantic-Congo","EA082",9,"Four slopes",1930,"",""
"1051","Ac31","Buye","xd57","buyu1239","Buyu","Atlantic-Congo","EA082",9,"Four slopes",1910,"",""
"1052","Ac32","Kaonde","xd58","kaon1241","Kaonde","Atlantic-Congo","EA082",9,"Four slopes",1920,"",""
"1053","Ac40","Sena","xd67","nucl1396","Sena","Atlantic-Congo","EA082",9,"Four slopes",1900,"",""
"1054","Ad29","Hadimu","xd97","pemb1239","Pemba","Atlantic-Congo","EA082",9,"Four slopes",1930,"",""
"1055","Ae29","Poto","xd148","luse1252","Lusengo","Atlantic-Congo","EA082",9,"Four slopes",1900,"",""
"1056","Ae49","Bali Nyonga","xd170","mung1266","Mungaka","Atlantic-Congo","EA082",9,"Four slopes",1900,"",""
"1057","Ae52","Fungom","xd174","mmen1238","Mmen","Atlantic-Congo","EA082",9,"Four slopes",1950,"",""
"1058","Ae54","Kom","xd176","komc1235","Kom (Cameroon)","Atlantic-Congo","EA082",9,"Four slopes",1950,"",""
"1059","Ae55","Ndob","xd177","band1349","Bandobo","Atlantic-Congo","EA082",9,"Four slopes",1950,"",""
"1060","Ae56","Nsaw","xd178","lamn1239","Lamnso'","Atlantic-Congo","EA082",9,"Four slopes",1950,"",""
"1061","Ae57","Nsungli","xd179","limb1268","Limbum","Atlantic-Congo","EA082",9,"Four slopes",1930,"",""
"1062","Ae9","Fut","xd185","bafu1246","Bafut","Atlantic-Congo","EA082",9,"Four slopes",1950,"",""
"1063","Af1","Fon","xd186","fonn1241","Fon","Atlantic-Congo","EA082",9,"Four slopes",1890,"City and environs of Abomey",""
"1064","Af52","Guro","xd233","guro1248","Guro","Mande","EA082",9,"Four slopes",1920,"",""
"1065","Ag19","Diola","xd254","ejam1238","Ejamat","Atlantic-Congo","EA082",9,"Four slopes",1930,"with special reference to the Felup",""
"1066","Cc19","Trarza","xd497","hass1238","Hassaniyya","Afro-Asiatic","EA082",9,"Four slopes",1950,"",""
"1067","Cc5","Kel Antessar","xd502","timb1263","Timbuktu","Afro-Asiatic","EA082",9,"Four slopes",1910,"",""
"1068","Cc6","Kababish","xd503","nort3133","North Kordofan Arabic","Afro-Asiatic","EA082",9,"Four slopes",1910,"",""
"1069","Cd15","Jebala","xd513","jebl1238","Jebli","Afro-Asiatic","EA082",9,"Four slopes",1910,"",""
"1070","Ce7","Greeks","xd534","mode1248","Modern Greek","Indo-European","EA082",9,"Four slopes",1950,"with special reference to the village of Vasilika",""
"1071","Ch1","Serbs","xd546","serb1264","Serbian","Indo-European","EA082",9,"Four slopes",1950,"with special reference to the village of Orasac",""
"1072","Ch11","Russians","xd548","russ1263","Russian","Indo-European","EA082",9,"Four slopes",1955,"Viriatino Village",""
"1073","Ch2","Hutsuls","xd557","sout2604","Southwest Ukrainian","Indo-European","EA082",9,"Four slopes",1890,"",""
"1074","Ch5","Bulgarians","xd569","bulg1262","Bulgarian","Indo-European","EA082",9,"Four slopes",1940,"with special reference to the village of Dragelevtsy",""
"1075","Ec2","Yakut","xd628","yaku1245","Sakha","Turkic","EA082",9,"Four slopes",1900,"with special reference to the Yakutsk district",""
"1076","Ed1","Koreans","xd638","kore1280","Korean","Koreanic","EA082",9,"Four slopes",1950,"Kanghwa Island",""
"1077","Ed5","Japanese","xd648","nucl1643","Japanese","Japonic","EA082",9,"Four slopes",1950,"Okayama",""
"1078","Ed7","Okinawans","xd650","cent2126","Central Okinawan","Japonic","EA082",9,"Four slopes",1950,"",""
"1079","Eg14","Reddi","xd677","mukh1238","Mukha-Dora","Dravidian","EA082",9,"Four slopes",1940,"with special reference to those of the Bison Hills",""
"1080","Eg5","Kodavas","xd681","koda1255","Kodava","Dravidian","EA082",9,"Four slopes",1930,"",""
"1081","Ei12","Thado","xd699","thad1238","Thado Chin","Sino-Tibetan","EA082",9,"Four slopes",1910,"",""
"1082","Ej7","Akha","xd729","akha1245","Akha","Sino-Tibetan","EA082",9,"Four slopes",1950,"",""
"1083","Ia16","Kalinga","xd739","lubu1243","Lubuagan Kalinga","Austronesian","EA082",9,"Four slopes",1910,"with special reference to the northern Kalinga",""
"1084","Ia2","Sagada","xd742","nort2877","Northern Kankanay","Austronesian","EA082",9,"Four slopes",1950,"",""
"1085","Ia3","Ifugao","xd743","tuwa1243","Tuwali Ifugao","Austronesian","EA082",9,"Four slopes",1920,"Kiangan Group",""
"1086","Ia5","Hanunoo","xd745","hanu1241","Hanunoo","Austronesian","EA082",9,"Four slopes",1950,"",""
"1087","Ia8","Bontok","xd748","cent2292","Central Bontoc","Austronesian","EA082",9,"Four slopes",1900,"",""
"1088","Ic7","Ili-Mandiri","xd769","lama1277","Lamaholot","Austronesian","EA082",9,"Four slopes",1920,"with special reference to the village of Leloba in E. Flores",""
"1089","Ic9","Sumbanese","xd771","kamb1299","Kambera","Austronesian","EA082",9,"Four slopes",1930,"with special reference to eastern Sumba",""
"1090","Ie10","Motu","xd786","motu1246","Motu","Austronesian","EA082",9,"Four slopes",1950,"with special reference to the Western Motu",""
"1091","Ie6","Waropen","xd820","waro1242","Waropen","Austronesian","EA082",9,"Four slopes",1930,"",""
"1092","Ie9","Orokaiva","xd823","orok1269","Orokaiva","Nuclear Trans New Guinea","EA082",9,"Four slopes",1920,"",""
"1093","If2","Trukese","xd833","chuu1238","Chuukese","Austronesian","EA082",9,"Four slopes",1940,"Romonum Island",""
"1094","If3","Majuro","xd834","rata1243","Ratak","Austronesian","EA082",9,"Four slopes",1940,"With special reference to the inhabitants of Majuro",""
"1095","Ih8","Vanua Levu","xd874","nort2843","Northeast Vanua Levu","Austronesian","EA082",9,"Four slopes",1940,"with special reference to the village of Nakaroka",""
"1096","Na6","Nunivak","xd1064","kusk1241","General Central Yup'ik","Eskimo-Aleut","EA082",9,"Four slopes",1930,"",""
"1097","Nb27","Stó:lō","xd1087","chil1281","Chiliwack","Salishan","EA082",9,"Four slopes",1880,"with special reference to the Tait",""
"1098","Nb39","Sinkyone","xd1100","wail1244","Wailaki","Athabaskan-Eyak-Tlingit","EA082",9,"Four slopes",1860,"",""
"1099","Nc4","Atsugewi","xd1135","atsu1245","Atsugewi","Palaihnihan","EA082",9,"Four slopes",1860,"",""
"1102","Nd1","Tenino","xd1141","teni1238","Tenino","Sahaptian","EA082",9,"Four slopes",1850,"",""
"1103","Nd10","Nlaka'pamux","xd1142","thom1243","Thompson","Salishan","EA082",9,"Four slopes",1860,"",""
"1104","Nd11","Shuswap","xd1143","shus1248","Shuswap","Salishan","EA082",9,"Four slopes",1850,"with special reference to the southeastern Shuswap",""
"1105","Nd54","Chemehuevi","xd1190","chem1251","Chemehuevi","Uto-Aztecan","EA082",9,"Four slopes",1860,"Colorado River Reservation",""
"1106","Nd9","Lillooet","xd1207","lill1248","Lillooet","Salishan","EA082",9,"Four slopes",1860,"",""
"1107","Nh23","Kewyipaya","xd1274","yava1252","Yavapai","Cochimi-Yuman","EA082",9,"Four slopes",1870,"",""
"1108","Ni1","Tarahumara","xd1286","cent2131","Central Tarahumara","Uto-Aztecan","EA082",9,"Four slopes",1930,"",""
"1109","Ni3","Huichol","xd1288","huic1243","Huichol","Uto-Aztecan","EA082",9,"Four slopes",1920,"Huichol Tribe",""
"1110","Nj3","Sierra Popoluca","xd1302","high1276","Highland Popoluca","Mixe-Zoque","EA082",9,"Four slopes",1940,"Town and environs of Soteapan",""
"1111","Nj4","Totonac","xd1303","papa1238","Papantla Totonac","Totonacan","EA082",9,"Four slopes",1940,"",""
"1112","Nj7","Mixe","xd1306","isth1238","Isthmus Mixe","Mixe-Zoque","EA082",9,"Four slopes",1930,"with special reference to Ayutla",""
"1113","Nj8","Tarasco","xd1307","pure1242","Purepecha","Tarascan","EA082",9,"Four slopes",1500,"",""
"1114","Sa12","Lenca","xd1312","lenc1242","Lenca-Honduras","Lencan","EA082",9,"Four slopes",1948,"",""
"1115","Sc12","Macushi","xd1338","macu1259","Macushi","Cariban","EA082",9,"Four slopes",1910,"",""
"1116","Sc17","Piapoco","xd1343","piap1246","Piapoco","Arawakan","EA082",9,"Four slopes",1950,"",""
"1117","Sc5","Wapishana","xd1348","wapi1253","Wapishana","Arawakan","EA082",9,"Four slopes",1900,"",""
"1118","Sd8","Sanema","xd1360","sanu1240","Sanumá","Yanomamic","EA082",9,"Four slopes",1950,"",""
"1119","Se1","Sirionó","xd1362","siri1273","Sirionó","Tupian","EA082",9,"Four slopes",1940,"Vicinity of the Rio Blanco",""
"1120","Se2","Ticuna","xd1366","ticu1245","Ticuna","Ticuna-Yuri","EA082",9,"Four slopes",1940,"",""
"1121","Se3","Shuar","xd1367","shua1257","Shuar","Chicham","EA082",9,"Four slopes",1930,"",""
"1122","Se4","Yagua","xd1368","yagu1244","Yagua","Peba-Yagua","EA082",9,"Four slopes",1940,"",""
"1123","Se9","Shipibo-Conibo","xd1373","ship1254","Shipibo-Conibo","Pano-Tacanan","EA082",9,"Four slopes",1920,"",""
"1124","Sf3","Chachi","xd1376","chac1249","Cha'palaa","Barbacoan","EA082",9,"Four slopes",1910,"Rio Cayapas Basin",""
"1126","Sg2","Mapuche","xd1384","mapu1245","Mapudungun","Araucanian","EA082",9,"Four slopes",1880,"Cholchol",""
"1127","Si3","Bacairi","xd1400","baka1277","Bakairí","Cariban","EA082",9,"Four slopes",1940,"Simao Lopes",""
"1128","Si5","Kamayurá","xd1402","kama1373","Kamayurá","Tupian","EA082",9,"Four slopes",1940,"",""
"1129","Sj1","Carajá","xd1407","kara1500","Karajá","Nuclear-Macro-Je","EA082",9,"Four slopes",1950,"",""
"1130","Sj4","Canela","xd1412","cane1242","Canela-Krahô","Nuclear-Macro-Je","EA082",9,"Four slopes",1930,"Ramcocamecra or Canella",""
"1131","Sj6","Tenetehara","xd1414","temb1276","Tenetehara","Tupian","EA082",9,"Four slopes",1930,"with special reference to the Guajajara subgroup",""
"1132","ch16","Estonians","xd553","esto1258","Estonian","Uralic","EA082",9,"Four slopes",1908,"with special reference to the Valkskij Uezd",""
"1133","ch17","Gagauz","xd554","gaga1249","Gagauz","Turkic","EA082",9,"Four slopes",1894,"with special reference to those of the Benderskij Uezd",""
"1134","ch25","Moldovans","xd563","mold1248","Moldavian","Indo-European","EA082",9,"Four slopes",1900,"with special reference to the Beletskij Uezd",""
